TICKET_NMBR,no_of_times_reassigned,STATUS,PRIORITY,BUSINESS_COMPLETION_HRS
IN10042874,2,RESOLVED,Low,11.42
IN10042877,4,RESOLVED,Low,466.52
IN10042880,2,RESOLVED,Low,2.78
IN10042882,2,RESOLVED,Low,3.55
IN10042883,2,RESOLVED,Low,315.97
IN10042885,3,RESOLVED,Low,107.75
IN10042886,6,RESOLVED,Low,833.27
IN10042886,6,RESOLVED,Low,833.27
IN10042886,6,RESOLVED,Low,833.27
IN10042890,2,RESOLVED,Low,11.95
IN10042893,4,RESOLVED,Low,52.97
IN10042902,4,RESOLVED,Medium,96.68
IN10042903,2,RESOLVED,Medium,82.57
IN10042913,3,RESOLVED,High,0.8
IN10042915,2,RESOLVED,High,4.08
IN10042921,3,RESOLVED,Low,99.62
IN10042922,3,RESOLVED,Low,10.92
IN10042929,2,,Medium,78.66
IN10042933,2,RESOLVED,Medium,5.5
IN10042934,3,RESOLVED,Low,49.0
IN10042936,2,RESOLVED,Low,2505.88
IN10042940,2,RESOLVED,Low,37.62
IN10042949,2,RESOLVED,Low,43.22
IN10042970,2,RESOLVED,Medium,0.32
IN10042970,2,RESOLVED,Medium,0.32
IN10042977,2,RESOLVED,Low,28.39
IN10042986,2,RESOLVED,Medium,3.67
IN10042989,2,RESOLVED,Medium,15.05
IN10042991,2,RESOLVED,Low,79.62
IN10042997,2,RESOLVED,Low,6.71
IN10042998,5,RESOLVED,Medium,170.01
IN10043003,2,RESOLVED,Low,0.0
IN10043005,2,RESOLVED,Medium,4.62
IN10043008,2,RESOLVED,Low,0.0
IN10043009,2,RESOLVED,Low,52.4
IN10043011,2,RESOLVED,Medium,1.68
IN10043013,2,RESOLVED,Low,334.03
IN10043022,2,RESOLVED,Low,9.25
IN10043035,2,RESOLVED,Low,1.1
IN10043036,2,RESOLVED,Medium,33.98
IN10043044,3,RESOLVED,Medium,8.18
IN10043055,2,RESOLVED,Low,377.3
IN10043058,2,RESOLVED,Low,30.37
IN10043065,4,RESOLVED,Low,92.9
IN10043075,3,RESOLVED,Medium,4.55
IN10043077,6,RESOLVED,Low,162.15
IN10043078,3,RESOLVED,Low,162.08
IN10043079,2,RESOLVED,Low,27.82
IN10043082,2,RESOLVED,Low,11.55
IN10043094,3,RESOLVED,Medium,116.07
IN10043096,3,RESOLVED,Medium,3.27
IN10043099,2,RESOLVED,Medium,0.37
IN10043101,3,RESOLVED,Medium,35.85
IN10043104,2,RESOLVED,Low,224.85
IN10043123,4,RESOLVED,Low,920.65
IN10043124,2,RESOLVED,Medium,5.73
IN10043125,2,RESOLVED,Medium,3.73
IN10043126,2,RESOLVED,Medium,6.96
IN10043132,2,RESOLVED,Low,31.95
IN10043137,2,RESOLVED,Low,225.4
IN10043138,2,RESOLVED,Low,348.28
IN10043142,2,RESOLVED,Low,5.47
IN10043144,2,RESOLVED,Medium,36.95
IN10043145,4,RESOLVED,Medium,348.98
IN10043146,2,RESOLVED,Low,83.57
IN10043151,2,RESOLVED,Medium,148.43
IN10043153,9,RESOLVED,Low,1698.08
IN10043157,3,RESOLVED,Low,309.28
IN10043159,3,,Low,59.55
IN10043161,2,RESOLVED,Low,0.0
IN10043163,2,RESOLVED,Low,1.97
IN10043164,2,RESOLVED,Low,55.88
IN10043170,2,RESOLVED,Medium,5.22
IN10043171,2,RESOLVED,Medium,54.93
IN10043177,2,RESOLVED,High,1.22
IN10043179,2,RESOLVED,Medium,32.13
IN10043182,2,RESOLVED,Low,52.67
IN10043183,2,RESOLVED,Medium,18.8
IN10043187,2,RESOLVED,Medium,77.07
IN10043192,2,RESOLVED,Low,27.27
IN10043198,4,RESOLVED,Low,321.97
IN10043200,2,RESOLVED,Low,29.62
IN10043202,2,RESOLVED,Low,3.1
IN10043204,3,RESOLVED,Low,0.0
IN10043207,2,RESOLVED,Medium,37.98
IN10043209,3,RESOLVED,Low,56.5
IN10043212,2,RESOLVED,Low,867.42
IN10043213,2,RESOLVED,Low,25.68
IN10043216,2,RESOLVED,Low,16.08
IN10043217,2,RESOLVED,Low,54.02
IN10043221,3,RESOLVED,Low,64.65
IN10043225,2,RESOLVED,Low,5.23
IN10043230,2,RESOLVED,Low,43.92
IN10043232,3,RESOLVED,Medium,40.26
IN10043235,3,RESOLVED,Medium,206.88
IN10043237,2,RESOLVED,Low,52.87
IN10043238,3,,Low,1142.6
IN10043241,4,RESOLVED,Medium,95.12
IN10043242,2,RESOLVED,Low,8.23
IN10043244,2,RESOLVED,High,0.79
IN10043247,3,RESOLVED,Medium,96.1
IN10043248,4,RESOLVED,Medium,348.96
IN10043253,2,RESOLVED,Low,50.53
IN10043257,2,RESOLVED,High,67.63
IN10043261,2,RESOLVED,Medium,462.6
IN10043267,2,RESOLVED,Low,401.13
IN10043282,2,RESOLVED,Medium,6.6
IN10043286,4,RESOLVED,Low,49.61
IN10043289,2,RESOLVED,Low,32.33
IN10043290,3,RESOLVED,Low,45.07
IN10043292,3,RESOLVED,Low,2.15
IN10043299,2,RESOLVED,Medium,42.93
IN10043300,2,RESOLVED,Low,703.65
IN10043304,2,RESOLVED,Low,10.4
IN10043309,2,RESOLVED,Low,126.73
IN10043313,2,RESOLVED,Low,0.77
IN10043328,4,RESOLVED,Medium,1.42
IN10043331,2,RESOLVED,Low,1.0
IN10043338,2,RESOLVED,Medium,9.25
IN10043340,2,RESOLVED,Medium,2.68
IN10043344,2,RESOLVED,Low,1.38
IN10043349,2,,Low,7.05
IN10043350,2,RESOLVED,Low,64.53
IN10043354,2,RESOLVED,Low,21.53
IN10043355,2,RESOLVED,Medium,0.0
IN10043357,2,RESOLVED,Medium,1.7
IN10043360,3,RESOLVED,Medium,32.83
IN10043361,2,RESOLVED,Low,10.0
IN10043366,2,RESOLVED,Low,24.88
IN10043374,2,RESOLVED,Low,145.23
IN10043376,2,RESOLVED,Low,80.23
IN10043379,2,RESOLVED,Low,6.57
IN10043390,3,RESOLVED,Medium,0.2
IN10043391,8,RESOLVED,Medium,301.25
IN10043394,2,RESOLVED,Medium,11.87
IN10043396,5,RESOLVED,Low,117.36
IN10043397,3,RESOLVED,Low,24.8
IN10043398,3,RESOLVED,Low,308.8
IN10043402,3,RESOLVED,Low,44.62
IN10043406,3,RESOLVED,Low,81.52
IN10043407,5,RESOLVED,High,165.23
IN10043409,2,RESOLVED,Low,23.75
IN10043414,2,RESOLVED,Low,4.05
IN10043417,2,RESOLVED,Medium,23.52
IN10043419,2,RESOLVED,Low,43.35
IN10043420,3,RESOLVED,Medium,151.95
IN10043432,4,RESOLVED,Medium,1259.77
IN10043434,2,RESOLVED,Low,20.0
IN10043435,2,RESOLVED,Low,22.38
IN10043437,2,RESOLVED,Low,2.67
IN10043439,2,RESOLVED,Low,192.15
IN10043441,3,RESOLVED,Low,145.13
IN10043443,2,RESOLVED,Low,123.75
IN10043447,2,RESOLVED,Medium,26.09
IN10043449,4,RESOLVED,Medium,747.25
IN10043451,2,RESOLVED,Low,15.65
IN10043452,3,RESOLVED,Medium,74.57
IN10043454,2,RESOLVED,Low,29.8
IN10043455,2,,Low,239.53
IN10043456,2,RESOLVED,Low,9.0
IN10043457,3,RESOLVED,Low,61.47
IN10043458,2,RESOLVED,Medium,0.37
IN10043464,2,RESOLVED,Low,5.43
IN10043465,2,RESOLVED,Medium,12.53
IN10043467,2,RESOLVED,Medium,225.6
IN10043468,2,RESOLVED,Low,217.02
IN10043472,2,,Low,381.7
IN10043473,2,RESOLVED,Low,161.24
IN10043474,2,RESOLVED,Low,84.99
IN10043475,2,RESOLVED,Low,1.95
IN10043483,2,RESOLVED,Low,8.65
IN10043485,2,RESOLVED,Low,52.32
IN10043497,2,RESOLVED,Medium,0.0
IN10043502,2,RESOLVED,Low,31.68
IN10043504,2,RESOLVED,Low,0.53
IN10043506,5,RESOLVED,Low,65.53
IN10043512,3,RESOLVED,Low,15.82
IN10043514,6,RESOLVED,Low,102.47
IN10043515,3,RESOLVED,Low,3.58
IN10043516,4,RESOLVED,Low,24.02
IN10043541,3,RESOLVED,Low,19.57
IN10043549,2,RESOLVED,Low,3.65
IN10043556,3,RESOLVED,Low,7.35
IN10043557,3,RESOLVED,Low,65.98
IN10043560,4,RESOLVED,Low,26.0
IN10043561,4,RESOLVED,Low,410.38
IN10043573,3,RESOLVED,Low,7.78
IN10043583,2,RESOLVED,Low,9.67
IN10043592,2,RESOLVED,Low,256.29
IN10043597,2,RESOLVED,Low,13.8
IN10043599,2,RESOLVED,Low,4.95
IN10043606,2,RESOLVED,Low,22.33
IN10043607,4,RESOLVED,Medium,16.7
IN10043609,2,RESOLVED,Medium,12.53
IN10043618,3,RESOLVED,High,18.68
IN10043619,2,RESOLVED,Medium,230.12
IN10043623,2,RESOLVED,Medium,1.75
IN10043624,3,RESOLVED,Medium,65.76
IN10043625,3,RESOLVED,Low,23.99
IN10043626,2,RESOLVED,Low,24.83
IN10043632,2,RESOLVED,Low,68.45
IN10043634,3,RESOLVED,Low,5.62
IN10043638,2,RESOLVED,Low,663.65
IN10043649,3,RESOLVED,Low,11.42
IN10043652,2,RESOLVED,Low,7.28
IN10043671,4,RESOLVED,Medium,49.61
IN10043681,2,RESOLVED,Low,39.35
IN10043684,2,RESOLVED,Low,0.0
IN10043687,2,RESOLVED,Low,2082.4
IN10043690,2,RESOLVED,Medium,12.3
IN10043692,2,RESOLVED,Low,88.04
IN10043693,2,RESOLVED,Low,59.01
IN10043695,2,RESOLVED,Medium,0.88
IN10043702,2,RESOLVED,Low,237.23
IN10043724,2,RESOLVED,Low,33.72
IN10043729,2,RESOLVED,Medium,2.3
IN10043730,2,RESOLVED,Medium,2.25
IN10043731,2,RESOLVED,Medium,2.35
IN10043734,2,RESOLVED,Medium,1.5
IN10043740,2,RESOLVED,Medium,1.13
IN10043741,2,RESOLVED,Medium,44.05
IN10043742,2,RESOLVED,Medium,21.55
IN10043747,4,RESOLVED,Medium,9.42
IN10043748,6,RESOLVED,Low,371.35
IN10043749,4,RESOLVED,Low,632.22
IN10043752,2,RESOLVED,Low,1.0
IN10043755,2,RESOLVED,Low,31.5
IN10043757,2,RESOLVED,Low,51.84
IN10043760,2,RESOLVED,Medium,1.18
IN10043761,4,RESOLVED,Low,65.78
IN10043762,2,RESOLVED,Low,1.78
IN10043766,2,RESOLVED,Low,2.65
IN10043775,2,RESOLVED,Low,73.38
IN10043780,2,RESOLVED,Low,3.92
IN10043783,2,RESOLVED,Low,22.77
IN10043787,2,RESOLVED,Medium,61.55
IN10043796,3,RESOLVED,Low,1.72
IN10043797,2,RESOLVED,Low,22.88
IN10043805,4,RESOLVED,High,107.07
IN10043812,2,RESOLVED,Medium,0.0
IN10043821,3,RESOLVED,Medium,1.47
IN10043825,2,RESOLVED,Medium,48.77
IN10043827,2,RESOLVED,Medium,0.4
IN10043828,2,RESOLVED,Medium,20.23
IN10043831,2,RESOLVED,Low,78.72
IN10043832,2,RESOLVED,Low,558.92
IN10043837,2,RESOLVED,Low,4.83
IN10043838,3,RESOLVED,Low,48.62
IN10043843,2,RESOLVED,Low,257.62
IN10043846,3,RESOLVED,Medium,5.11
IN10043855,3,RESOLVED,Low,77.9
IN10043862,2,RESOLVED,Low,58.67
IN10043866,2,RESOLVED,Low,9.3
IN10043869,2,RESOLVED,Low,77.76
IN10043870,5,,Low,406.09
IN10043874,3,RESOLVED,Low,216.57
IN10043876,2,RESOLVED,Low,68.54
IN10043879,2,,Low,197.27
IN10043880,2,RESOLVED,Low,135.38
IN10043885,4,RESOLVED,Low,37.3
IN10043886,3,RESOLVED,Medium,138.62
IN10043887,4,RESOLVED,Low,355.85
IN10043889,2,RESOLVED,Low,6.09
IN10043891,5,RESOLVED,Low,110.73
IN10043900,2,RESOLVED,Low,46.88
IN10043904,2,RESOLVED,Low,4.63
IN10043908,8,RESOLVED,Low,1084.07
IN10043910,2,RESOLVED,Low,19.52
IN10043923,2,RESOLVED,Medium,3.63
IN10043925,2,RESOLVED,Low,187.06
IN10043926,3,RESOLVED,Low,3.92
IN10043935,2,RESOLVED,Medium,8.15
IN10043937,2,RESOLVED,Low,68.07
IN10043943,2,RESOLVED,Low,72.97
IN10043947,2,RESOLVED,Low,275.34
IN10043948,3,RESOLVED,Low,763.52
IN10043952,2,RESOLVED,Medium,0.27
IN10043954,2,RESOLVED,Medium,0.28
IN10043955,3,RESOLVED,Medium,44.25
IN10043956,3,RESOLVED,Medium,44.21
IN10043960,2,RESOLVED,Low,0.3
IN10043962,6,RESOLVED,Medium,381.98
IN10043963,3,RESOLVED,Medium,386.07
IN10043965,3,RESOLVED,Low,22.12
IN10043966,2,RESOLVED,Low,23.83
IN10043978,3,RESOLVED,Medium,30.75
IN10043981,2,RESOLVED,Low,55.02
IN10043982,2,RESOLVED,Low,18.75
IN10043986,2,RESOLVED,Medium,221.57
IN10043988,4,RESOLVED,Low,216.77
IN10043993,2,RESOLVED,Low,6.1
IN10043994,3,RESOLVED,Medium,27.9
IN10043995,4,RESOLVED,Medium,2.45
IN10043996,3,RESOLVED,Medium,170.0
IN10043997,3,RESOLVED,Medium,170.0
IN10044001,2,RESOLVED,Low,32.42
IN10044002,5,RESOLVED,Low,812.73
IN10044005,2,RESOLVED,Low,77.25
IN10044008,3,RESOLVED,Low,5.33
IN10044012,3,RESOLVED,Medium,43.23
IN10044014,3,RESOLVED,Low,6.63
IN10044015,2,RESOLVED,Low,62.88
IN10044017,2,RESOLVED,Medium,1.83
IN10044018,2,RESOLVED,Medium,1.55
IN10044019,6,RESOLVED,Medium,124.4
IN10044025,4,RESOLVED,Low,1901.03
IN10044030,2,RESOLVED,Low,68.74
IN10044034,3,RESOLVED,Medium,121.38
IN10044035,3,RESOLVED,Low,355.25
IN10044042,2,RESOLVED,High,60.67
IN10044043,2,,Low,179.87
IN10044044,2,RESOLVED,Medium,4.02
IN10044048,2,RESOLVED,Medium,2.83
IN10044049,3,RESOLVED,Low,1178.91
IN10044051,2,RESOLVED,Medium,18.25
IN10044052,2,RESOLVED,Low,973.21
IN10044053,2,RESOLVED,Low,48.83
IN10044054,2,RESOLVED,Low,1.52
IN10044054,2,RESOLVED,Low,1.52
IN10044058,3,RESOLVED,High,588.3
IN10044061,6,RESOLVED,Medium,22.57
IN10044069,5,RESOLVED,Low,786.37
IN10044069,5,RESOLVED,Low,786.37
IN10044073,2,RESOLVED,Low,15.7
IN10044077,2,RESOLVED,Low,15.65
IN10044078,2,RESOLVED,Low,13.5
IN10044079,2,RESOLVED,Low,6.05
IN10044080,2,RESOLVED,Medium,0.53
IN10044081,2,RESOLVED,Medium,0.25
IN10044083,2,RESOLVED,Low,25.57
IN10044093,2,RESOLVED,Medium,15.2
IN10044095,2,RESOLVED,Medium,12.31
IN10044097,2,RESOLVED,Low,15.3
IN10044101,2,RESOLVED,Low,313.76
IN10044105,2,RESOLVED,Low,49.17
IN10044114,2,RESOLVED,Medium,11.8
IN10044116,2,RESOLVED,Low,12.8
IN10044119,3,RESOLVED,Low,4.75
IN10044123,2,RESOLVED,Medium,10.48
IN10044124,2,RESOLVED,Medium,10.5
IN10044128,2,RESOLVED,Medium,32.15
IN10044134,2,RESOLVED,Low,426.02
IN10044139,5,RESOLVED,Low,20.98
IN10044141,2,RESOLVED,Low,47.17
IN10044144,2,RESOLVED,Low,12.23
IN10044148,2,RESOLVED,Low,7.37
IN10044148,2,RESOLVED,Low,7.37
IN10044149,3,RESOLVED,Low,227.95
IN10044157,2,RESOLVED,Medium,1.18
IN10044160,2,RESOLVED,Medium,0.75
IN10044174,3,RESOLVED,Low,83.08
IN10044177,2,RESOLVED,Low,38.43
IN10044178,2,RESOLVED,Low,7.82
IN10044183,3,RESOLVED,Medium,87.0
IN10044188,2,RESOLVED,Low,8.13
IN10044191,2,RESOLVED,Low,17.2
IN10044195,2,RESOLVED,Medium,23.6
IN10044200,2,RESOLVED,Low,33.0
IN10044204,4,RESOLVED,Low,1447.98
IN10044205,2,RESOLVED,Low,33.02
IN10044207,2,RESOLVED,Medium,97.13
IN10044223,3,RESOLVED,Low,8.67
IN10044225,2,RESOLVED,Low,21.77
IN10044226,2,RESOLVED,High,-1.2
IN10044231,2,RESOLVED,Medium,40.83
IN10044233,2,RESOLVED,Medium,9.74
IN10044239,2,RESOLVED,Low,14.1
IN10044241,2,RESOLVED,Low,13.64
IN10044242,3,RESOLVED,Medium,201.45
IN10044243,2,RESOLVED,Medium,0.38
IN10044247,3,RESOLVED,Low,114.4
IN10044250,3,RESOLVED,Medium,20.57
IN10044252,2,RESOLVED,Low,21.9
IN10044255,3,RESOLVED,Medium,27.64
IN10044257,2,RESOLVED,Low,4.38
IN10044259,3,RESOLVED,Low,29.97
IN10044260,2,RESOLVED,Low,0.78
IN10044265,3,RESOLVED,Low,121.1
IN10044266,2,RESOLVED,Medium,5.3
IN10044271,3,RESOLVED,Low,15.72
IN10044274,2,RESOLVED,Low,3.28
IN10044281,3,RESOLVED,Medium,10.0
IN10044290,2,RESOLVED,Medium,0.45
IN10044291,2,RESOLVED,Medium,0.33
IN10044300,2,RESOLVED,Low,25.18
IN10044301,2,RESOLVED,Low,20.51
IN10044302,2,RESOLVED,Medium,15.7
IN10044306,2,RESOLVED,Low,1.93
IN10044307,2,RESOLVED,Low,23.0
IN10044309,2,RESOLVED,Low,24.45
IN10044313,2,RESOLVED,Low,59.65
IN10044327,2,RESOLVED,Low,33.45
IN10044328,2,RESOLVED,Low,1.82
IN10044329,2,RESOLVED,Low,94.54
IN10044330,2,RESOLVED,Low,70.62
IN10044332,2,RESOLVED,Low,242.2
IN10044333,2,RESOLVED,Low,7.88
IN10044338,2,RESOLVED,Low,112.89
IN10044340,5,RESOLVED,Low,42.28
IN10044349,7,RESOLVED,Medium,217.85
IN10044353,2,RESOLVED,Low,0.0
IN10044369,2,RESOLVED,Low,17.25
IN10044370,3,RESOLVED,Medium,25.87
IN10044372,2,RESOLVED,Low,34.55
IN10044377,2,RESOLVED,Medium,11.28
IN10044378,3,,High,1.84
IN10044386,2,RESOLVED,Medium,10.97
IN10044393,3,RESOLVED,Low,142.18
IN10044395,2,RESOLVED,Low,333.7
IN10044397,3,RESOLVED,Low,136.67
IN10044405,2,RESOLVED,Low,0.0
IN10044406,2,RESOLVED,Low,0.0
IN10044407,2,RESOLVED,Low,0.0
IN10044408,2,RESOLVED,Low,0.0
IN10044409,2,RESOLVED,Low,0.0
IN10044410,2,RESOLVED,Low,0.0
IN10044412,2,RESOLVED,Low,0.0
IN10044413,2,RESOLVED,Low,0.0
IN10044414,2,RESOLVED,Low,0.0
IN10044415,2,RESOLVED,Low,16.65
IN10044419,2,RESOLVED,Medium,0.0
IN10044425,2,RESOLVED,Low,0.0
IN10044433,2,,High,46.8
IN10044439,2,RESOLVED,Low,243.7
IN10044440,2,RESOLVED,Medium,10.93
IN10044442,2,RESOLVED,Low,580.0
IN10044444,2,RESOLVED,Medium,0.28
IN10044462,2,RESOLVED,Medium,32.81
IN10044465,2,RESOLVED,High,2.57
IN10044467,2,RESOLVED,High,4.95
IN10044471,5,,Low,873.38
IN10044480,5,RESOLVED,Low,196.76
IN10044483,2,RESOLVED,Medium,0.7
IN10044486,3,RESOLVED,Low,45.57
IN10044493,2,RESOLVED,Low,31.08
IN10044495,3,RESOLVED,Low,1853.95
IN10044496,2,RESOLVED,Low,29.74
IN10044498,8,RESOLVED,High,165.22
IN10044504,2,RESOLVED,Low,1.03
IN10044507,2,RESOLVED,Low,4.07
IN10044507,2,RESOLVED,Low,4.07
IN10044511,2,RESOLVED,Low,0.0
IN10044518,3,RESOLVED,Medium,2.62
IN10044521,2,RESOLVED,Low,196.96
IN10044523,3,RESOLVED,Low,306.67
IN10044531,3,RESOLVED,Low,22.14
IN10044536,2,RESOLVED,Low,83.43
IN10044538,2,RESOLVED,Medium,1.43
IN10044540,2,RESOLVED,Low,3.37
IN10044547,2,RESOLVED,Medium,0.47
IN10044556,3,RESOLVED,Low,52.2
IN10044558,2,RESOLVED,Low,16.47
IN10044559,5,RESOLVED,Low,9.31
IN10044559,5,RESOLVED,Low,9.31
IN10044559,5,RESOLVED,Low,9.31
IN10044564,3,RESOLVED,Low,60.36
IN10044565,2,RESOLVED,Medium,14.7
IN10044566,2,RESOLVED,Medium,46.8
IN10044570,2,RESOLVED,Low,36.58
IN10044578,3,RESOLVED,Low,210.0
IN10044583,4,RESOLVED,Low,125.13
IN10044588,2,RESOLVED,Medium,0.42
IN10044589,4,RESOLVED,Low,143.65
IN10044592,2,RESOLVED,Low,0.55
IN10044593,2,RESOLVED,Low,0.48
IN10044594,2,RESOLVED,Low,0.43
IN10044606,2,RESOLVED,Low,119.8
IN10044614,3,RESOLVED,Low,60.31
IN10044619,3,RESOLVED,Low,41.23
IN10044629,3,RESOLVED,Low,148.5
IN10044633,2,RESOLVED,Low,9.63
IN10044634,3,RESOLVED,Low,245.26
IN10044636,2,RESOLVED,Medium,0.32
IN10044647,3,RESOLVED,Low,13.02
IN10044657,2,RESOLVED,Medium,0.62
IN10044658,2,RESOLVED,Low,5.62
IN10044662,3,RESOLVED,Medium,150.95
IN10044674,2,RESOLVED,Medium,14.38
IN10044683,6,RESOLVED,Low,179.75
IN10044685,2,RESOLVED,Medium,14.57
IN10044689,2,RESOLVED,Medium,72.46
IN10044689,2,RESOLVED,Medium,72.46
IN10044690,2,RESOLVED,Low,126.93
IN10044691,4,RESOLVED,Medium,30.2
IN10044693,3,RESOLVED,Medium,146.93
IN10044695,2,RESOLVED,Low,20.9
IN10044699,5,,Medium,1278.48
IN10044700,2,RESOLVED,Medium,143.73
IN10044703,2,RESOLVED,Low,2405.05
IN10044707,2,RESOLVED,Low,216.25
IN10044711,4,RESOLVED,Low,36.3
IN10044717,5,RESOLVED,Low,1815.56
IN10044718,4,RESOLVED,Low,246.7
IN10044719,5,RESOLVED,Medium,145.23
IN10044720,3,RESOLVED,Low,158.96
IN10044721,2,RESOLVED,Low,100.05
IN10044722,2,RESOLVED,Low,47.68
IN10044726,2,RESOLVED,Medium,2.9
IN10044727,2,RESOLVED,Medium,2.15
IN10044728,2,RESOLVED,Medium,2.13
IN10044732,2,RESOLVED,Low,152.62
IN10044736,3,RESOLVED,Low,609.23
IN10044738,3,RESOLVED,Medium,143.04
IN10044742,2,RESOLVED,Low,13.32
IN10044745,4,RESOLVED,Medium,140.7
IN10044747,3,RESOLVED,Low,161.03
IN10044750,4,RESOLVED,Medium,33.48
IN10044752,2,RESOLVED,Medium,2.25
IN10044755,3,RESOLVED,Low,358.2
IN10044767,2,RESOLVED,Low,123.4
IN10044768,2,RESOLVED,Low,13.45
IN10044770,5,RESOLVED,Medium,146.03
IN10044771,3,RESOLVED,Low,21.7
IN10044772,5,RESOLVED,Medium,216.92
IN10044779,2,RESOLVED,Medium,0.0
IN10044782,5,RESOLVED,Low,441.75
IN10044785,3,RESOLVED,Medium,0.0
IN10044796,2,RESOLVED,Low,2.95
IN10044802,2,RESOLVED,Low,27.35
IN10044803,5,RESOLVED,Low,728.28
IN10044804,3,RESOLVED,Medium,11.12
IN10044822,2,RESOLVED,Low,2.98
IN10044823,2,RESOLVED,Medium,3.07
IN10044824,2,RESOLVED,Medium,0.0
IN10044831,2,RESOLVED,Medium,0.0
IN10044832,2,RESOLVED,Medium,0.0
IN10044833,2,RESOLVED,Low,0.0
IN10044850,3,RESOLVED,Low,140.38
IN10044852,3,RESOLVED,Low,280.0
IN10044858,3,RESOLVED,Low,16.98
IN10044862,5,RESOLVED,Medium,11.32
IN10044872,4,RESOLVED,Medium,10.95
IN10044878,4,RESOLVED,High,5.3
IN10044914,4,RESOLVED,Medium,18.62
IN10044915,2,RESOLVED,Medium,10.05
IN10044919,2,RESOLVED,Medium,8.51
IN10044921,2,RESOLVED,Low,15.41
IN10044929,4,RESOLVED,Low,17.53
IN10044930,2,RESOLVED,Low,9.37
IN10044931,3,RESOLVED,Medium,7.38
IN10044938,2,RESOLVED,Low,27.45
IN10044939,2,RESOLVED,Low,74.54
IN10044943,4,RESOLVED,Low,80.77
IN10044944,2,RESOLVED,Medium,3.85
IN10044948,5,RESOLVED,Low,370.2
IN10044950,2,RESOLVED,Low,77.65
IN10044960,2,RESOLVED,Low,40.0
IN10044963,2,RESOLVED,Low,20.17
IN10044967,3,RESOLVED,Low,624.2
IN10044975,2,RESOLVED,Low,0.5
IN10044977,4,RESOLVED,Low,709.82
IN10044977,4,RESOLVED,Low,709.82
IN10044985,5,RESOLVED,Low,2353.75
IN10044991,3,RESOLVED,Low,340.88
IN10044991,3,RESOLVED,Low,340.88
IN10044994,5,RESOLVED,Low,29.01
IN10045000,2,RESOLVED,Medium,97.3
IN10045002,2,RESOLVED,Low,293.39
IN10045003,3,RESOLVED,Low,3.78
IN10045005,3,RESOLVED,Low,12.5
IN10045007,2,RESOLVED,Medium,5.87
IN10045012,2,RESOLVED,Medium,17.68
IN10045014,3,,Low,1.22
IN10045015,2,RESOLVED,Medium,6.4
IN10045016,3,RESOLVED,High,70.99
IN10045017,2,RESOLVED,Medium,2.33
IN10045018,2,RESOLVED,Medium,2.32
IN10045026,2,RESOLVED,Medium,7.4
IN10045027,7,RESOLVED,Low,239.45
IN10045035,2,RESOLVED,Low,239.08
IN10045036,2,RESOLVED,Low,266.07
IN10045043,2,RESOLVED,Medium,10.83
IN10045045,3,RESOLVED,Low,45.22
IN10045047,2,RESOLVED,Low,94.62
IN10045052,2,RESOLVED,Low,0.78
IN10045053,3,RESOLVED,Low,4.18
IN10045058,2,RESOLVED,High,1.35
IN10045064,3,RESOLVED,Medium,1.08
IN10045074,2,RESOLVED,Low,41.43
IN10045079,2,RESOLVED,Low,7.82
IN10045082,4,,Low,618.82
IN10045083,2,RESOLVED,Low,54.01
IN10045084,2,RESOLVED,Medium,6.65
IN10045085,4,RESOLVED,Low,4.28
IN10045091,2,RESOLVED,Medium,8.01
IN10045095,2,RESOLVED,Low,1.0
IN10045112,2,RESOLVED,Low,1.03
IN10045113,2,RESOLVED,Medium,1.03
IN10045119,4,RESOLVED,Low,125.2
IN10045123,2,RESOLVED,Medium,0.32
IN10045126,2,RESOLVED,High,17.58
IN10045132,3,RESOLVED,Low,6.7
IN10045133,2,RESOLVED,Low,60.05
IN10045136,2,RESOLVED,Low,355.8
IN10045141,2,RESOLVED,Low,57.07
IN10045153,2,RESOLVED,Medium,2.4
IN10045155,5,RESOLVED,Medium,18.35
IN10045162,3,RESOLVED,Low,9.15
IN10045164,2,RESOLVED,Low,161.98
IN10045170,2,RESOLVED,Low,0.15
IN10045190,2,RESOLVED,Low,9.58
IN10045193,2,RESOLVED,Low,0.5
IN10045209,2,RESOLVED,Low,5.66
IN10045214,3,RESOLVED,Medium,119.48
IN10045221,2,RESOLVED,Medium,178.38
IN10045234,2,RESOLVED,Low,673.33
IN10045238,4,RESOLVED,Low,212.67
IN10045244,2,RESOLVED,Low,50.87
IN10045245,2,RESOLVED,Low,1.43
IN10045253,2,RESOLVED,Medium,8.37
IN10045266,2,RESOLVED,Low,1.05
IN10045269,2,RESOLVED,Low,89.16
IN10045270,2,RESOLVED,Low,221.98
IN10045278,2,RESOLVED,Low,15.84
IN10045282,2,RESOLVED,Low,0.8
IN10045285,2,RESOLVED,Low,10.62
IN10045294,2,RESOLVED,Low,10.45
IN10045295,2,RESOLVED,Low,117.27
IN10045298,2,RESOLVED,Low,12.72
IN10045309,2,RESOLVED,Low,0.0
IN10045310,2,RESOLVED,Low,37.4
IN10045314,2,RESOLVED,Low,22.03
IN10045318,2,RESOLVED,Low,61.33
IN10045319,2,RESOLVED,Medium,5.78
IN10045320,2,RESOLVED,Low,0.0
IN10045321,2,RESOLVED,Medium,117.07
IN10045329,2,RESOLVED,Low,0.0
IN10045333,2,RESOLVED,Medium,2.08
IN10045340,2,RESOLVED,Medium,16.08
