TICKET_NMBR,assigned_group
IN10042040,2
IN10042041,1
IN10042042,1
IN10042043,1
IN10042044,1
IN10042045,1
IN10042046,1
IN10042047,3
IN10042048,1
IN10042049,1
IN10042050,2
IN10042051,1
IN10042052,1
IN10042053,1
IN10042055,1
IN10042056,1
IN10042057,2
IN10042058,4
IN10042059,1
IN10042060,1
IN10042061,1
IN10042062,1
IN10042063,1
IN10042064,1
IN10042065,1
IN10042067,1
IN10042068,1
IN10042069,1
IN10042071,1
IN10042072,1
IN10042073,2
IN10042074,1
IN10042075,1
IN10042076,1
IN10042077,1
IN10042078,1
IN10042079,1
IN10042080,1
IN10042081,4
IN10042082,2
IN10042083,2
IN10042084,1
IN10042085,1
IN10042087,1
IN10042089,1
IN10042090,1
IN10042091,1
IN10042092,1
IN10042093,1
IN10042094,1
IN10042095,1
IN10042096,1
IN10042097,1
IN10042098,2
IN10042099,1
IN10042100,2
IN10042101,1
IN10042102,1
IN10042103,1
IN10042104,4
IN10042105,1
IN10042106,1
IN10042107,1
IN10042108,2
IN10042109,1
IN10042110,1
IN10042111,2
IN10042112,1
IN10042113,1
IN10042114,1
IN10042115,1
IN10042116,3
IN10042118,1
IN10042119,1
IN10042120,2
IN10042121,1
IN10042122,2
IN10042123,1
IN10042124,1
IN10042125,1
IN10042127,2
IN10042128,2
IN10042129,1
IN10042130,0
IN10042132,1
IN10042133,1
IN10042134,0
IN10042135,1
IN10042137,2
IN10042139,1
IN10042141,2
IN10042142,1
IN10042143,2
IN10042144,1
IN10042145,1
IN10042146,4
IN10042147,2
IN10042148,1
IN10042149,2
IN10042150,1
IN10042151,1
IN10042153,1
IN10042154,1
IN10042155,1
IN10042156,2
IN10042157,1
IN10042158,1
IN10042159,1
IN10042160,1
IN10042161,1
IN10042163,1
IN10042164,4
IN10042165,1
IN10042167,2
IN10042168,3
IN10042169,5
IN10042170,1
IN10042171,1
IN10042172,1
IN10042173,1
IN10042174,4
IN10042175,3
IN10042176,1
IN10042177,1
IN10042178,2
IN10042179,1
IN10042181,1
IN10042182,1
IN10042183,1
IN10042184,2
IN10042185,2
IN10042186,3
IN10042187,4
IN10042188,3
IN10042189,1
IN10042190,2
IN10042191,1
IN10042192,1
IN10042193,1
IN10042194,1
IN10042195,1
IN10042197,1
IN10042198,2
IN10042199,1
IN10042200,1
IN10042201,1
IN10042202,1
IN10042203,1
IN10042204,1
IN10042205,1
IN10042206,1
IN10042207,1
IN10042209,1
IN10042210,2
IN10042211,1
IN10042212,1
IN10042213,3
IN10042214,1
IN10042215,1
IN10042216,1
IN10042217,2
IN10042218,2
IN10042219,1
IN10042220,1
IN10042221,2
IN10042222,2
IN10042223,2
IN10042224,1
IN10042226,1
IN10042227,1
IN10042228,1
IN10042229,2
IN10042230,1
IN10042231,1
IN10042232,1
IN10042233,1
IN10042234,1
IN10042235,1
IN10042236,1
IN10042237,3
IN10042238,1
IN10042239,1
IN10042240,1
IN10042241,1
IN10042242,1
IN10042243,1
IN10042244,1
IN10042245,3
IN10042246,1
IN10042247,1
IN10042248,3
IN10042249,1
IN10042250,2
IN10042251,1
IN10042252,1
IN10042253,1
IN10042254,1
IN10042255,2
IN10042256,2
IN10042257,1
IN10042259,1
IN10042260,2
IN10042261,1
IN10042263,1
IN10042264,4
IN10042265,1
IN10042266,2
IN10042267,1
IN10042268,1
IN10042269,1
IN10042270,1
IN10042271,1
IN10042272,1
IN10042273,2
IN10042274,2
IN10042275,1
IN10042276,1
IN10042277,1
IN10042278,1
IN10042279,1
IN10042280,2
IN10042281,2
IN10042283,1
IN10042285,1
IN10042286,1
IN10042287,2
IN10042288,1
IN10042289,2
IN10042290,1
IN10042291,1
IN10042292,1
IN10042293,1
IN10042294,1
IN10042295,1
IN10042296,1
IN10042297,1
IN10042298,1
IN10042299,6
IN10042300,1
IN10042301,1
IN10042302,1
IN10042303,1
IN10042304,1
IN10042305,2
IN10042306,1
IN10042307,1
IN10042308,1
IN10042309,1
IN10042310,1
IN10042311,1
IN10042312,1
IN10042313,1
IN10042314,1
IN10042315,1
IN10042316,1
IN10042317,1
IN10042318,1
IN10042319,4
IN10042322,3
IN10042323,1
IN10042324,1
IN10042325,1
IN10042326,2
IN10042328,1
IN10042329,1
IN10042330,1
IN10042331,1
IN10042332,2
IN10042333,1
IN10042334,1
IN10042335,5
IN10042336,5
IN10042337,4
IN10042338,2
IN10042339,1
IN10042340,3
IN10042341,1
IN10042343,1
IN10042344,1
IN10042345,2
IN10042346,1
IN10042347,1
IN10042348,1
IN10042349,1
IN10042350,1
IN10042351,1
IN10042352,1
IN10042353,1
IN10042354,1
IN10042356,2
IN10042357,1
IN10042359,3
IN10042360,1
IN10042361,1
IN10042362,1
IN10042363,1
IN10042364,1
IN10042365,1
IN10042366,2
IN10042367,1
IN10042368,1
IN10042369,1
IN10042370,1
IN10042371,1
IN10042372,1
IN10042374,6
IN10042375,2
IN10042376,2
IN10042377,2
IN10042378,1
IN10042379,1
IN10042380,1
IN10042381,1
IN10042382,1
IN10042383,1
IN10042384,1
IN10042385,2
IN10042387,1
IN10042388,1
IN10042389,1
IN10042391,1
IN10042392,1
IN10042393,2
IN10042395,2
IN10042396,1
IN10042397,2
IN10042398,2
IN10042399,1
IN10042400,1
IN10042401,1
IN10042402,1
IN10042403,1
IN10042404,1
IN10042405,1
IN10042406,1
IN10042408,1
IN10042410,1
IN10042411,1
IN10042412,1
IN10042414,1
IN10042415,1
IN10042416,1
IN10042418,1
IN10042419,2
IN10042420,1
IN10042421,1
IN10042422,1
IN10042423,1
IN10042424,1
IN10042425,6
IN10042426,2
IN10042427,1
IN10042428,1
IN10042429,1
IN10042430,1
IN10042431,1
IN10042432,1
IN10042435,2
IN10042436,1
IN10042437,1
IN10042438,1
IN10042439,6
IN10042440,4
IN10042441,2
IN10042442,1
IN10042443,2
IN10042444,1
IN10042445,1
IN10042446,1
IN10042447,1
IN10042448,1
IN10042449,2
IN10042450,2
IN10042451,2
IN10042452,2
IN10042453,1
IN10042455,2
IN10042456,2
IN10042458,1
IN10042459,1
IN10042460,1
IN10042461,2
IN10042462,1
IN10042464,1
IN10042466,1
IN10042467,1
IN10042468,1
IN10042469,2
IN10042470,1
IN10042471,1
IN10042472,1
IN10042473,2
IN10042474,1
IN10042476,1
IN10042477,2
IN10042478,1
IN10042479,1
IN10042481,1
IN10042482,2
IN10042483,1
IN10042485,3
IN10042486,1
IN10042487,4
IN10042488,3
IN10042489,3
IN10042490,0
IN10042492,2
IN10042493,2
IN10042494,2
IN10042495,2
IN10042496,2
IN10042497,2
IN10042498,1
IN10042499,2
IN10042500,1
IN10042501,1
IN10042502,2
IN10042503,2
IN10042504,2
IN10042505,2
IN10042506,2
IN10042507,1
IN10042508,2
IN10042509,1
IN10042510,2
IN10042511,2
IN10042512,2
IN10042513,2
IN10042514,2
IN10042515,2
IN10042516,2
IN10042517,1
IN10042518,2
IN10042519,1
IN10042520,1
IN10042521,1
IN10042522,1
IN10042523,5
IN10042524,1
IN10042525,1
IN10042526,1
IN10042527,2
IN10042528,1
IN10042529,1
IN10042531,1
IN10042532,5
IN10042534,3
IN10042535,2
IN10042536,3
IN10042537,5
IN10042538,1
IN10042539,1
IN10042540,1
IN10042541,2
IN10042543,1
IN10042544,1
IN10042545,1
IN10042547,1
IN10042548,1
IN10042549,1
IN10042561,3
IN10042562,1
IN10042563,1
IN10042564,1
IN10042566,4
IN10042567,1
IN10042568,1
IN10042569,1
IN10042570,3
IN10042571,1
IN10042572,2
IN10042573,2
IN10042575,1
IN10042577,1
IN10042578,1
IN10042579,2
IN10042580,1
IN10042581,1
IN10042582,1
IN10042583,1
IN10042584,1
IN10042586,1
IN10042587,1
IN10042588,1
IN10042589,1
IN10042590,1
IN10042591,1
IN10042592,1
IN10042593,1
IN10042594,1
IN10042595,1
IN10042596,1
IN10042597,1
IN10042598,1
IN10042599,1
IN10042600,1
IN10042601,1
IN10042602,1
IN10042603,1
IN10042604,3
IN10042605,2
IN10042606,1
IN10042607,1
IN10042609,1
IN10042610,1
IN10042611,1
IN10042612,2
IN10042613,1
IN10042615,5
IN10042616,1
IN10042617,1
IN10042618,1
IN10042619,2
IN10042620,1
IN10042621,1
IN10042622,1
IN10042623,1
IN10042624,1
IN10042625,1
IN10042626,1
IN10042627,6
IN10042628,1
IN10042629,1
IN10042630,1
IN10042631,2
IN10042632,1
IN10042633,1
IN10042634,2
IN10042635,1
IN10042636,1
IN10042637,1
IN10042638,1
IN10042639,1
IN10042640,1
IN10042641,2
IN10042642,1
IN10042643,2
IN10042644,2
IN10042645,1
IN10042646,1
IN10042647,1
IN10042648,1
IN10042649,1
IN10042650,3
IN10042651,3
IN10042652,2
IN10042653,1
IN10042654,1
IN10042655,1
IN10042656,1
IN10042657,1
IN10042658,1
IN10042659,1
IN10042660,3
IN10042661,1
IN10042662,3
IN10042663,1
IN10042664,1
IN10042665,2
IN10042666,4
IN10042667,1
IN10042668,1
IN10042669,1
IN10042671,1
IN10042673,1
IN10042674,1
IN10042675,2
IN10042676,1
IN10042677,2
IN10042678,1
IN10042681,1
IN10042682,1
IN10042683,1
IN10042684,2
IN10042685,1
IN10042686,1
IN10042687,2
IN10042688,3
IN10042689,5
IN10042690,1
IN10042691,1
IN10042692,1
IN10042693,1
IN10042694,1
IN10042696,4
IN10042697,5
IN10042698,1
IN10042699,1
IN10042700,2
IN10042701,1
IN10042702,6
IN10042703,1
IN10042704,4
IN10042705,1
IN10042706,1
IN10042707,1
IN10042708,2
IN10042709,2
IN10042710,1
IN10042711,1
IN10042712,1
IN10042713,1
IN10042714,1
IN10042715,1
IN10042716,1
IN10042717,1
IN10042718,1
IN10042719,1
IN10042720,2
IN10042724,1
IN10042725,1
IN10042726,1
IN10042727,1
IN10042728,1
IN10042729,2
IN10042730,3
IN10042731,2
IN10042732,1
IN10042733,1
IN10042734,1
IN10042735,1
IN10042737,4
IN10042738,2
IN10042739,4
IN10042740,1
IN10042742,1
IN10042743,1
IN10042744,1
IN10042745,3
IN10042746,1
IN10042747,1
IN10042748,1
IN10042749,1
IN10042750,2
IN10042751,1
IN10042752,2
IN10042753,1
IN10042755,1
IN10042756,1
IN10042757,3
IN10042758,1
IN10042759,1
IN10042760,1
IN10042761,2
IN10042762,6
IN10042763,2
IN10042764,1
IN10042765,1
IN10042766,1
IN10042767,2
IN10042768,2
IN10042769,2
IN10042770,1
IN10042771,1
IN10042773,1
IN10042775,2
IN10042776,1
IN10042778,1
IN10042779,2
IN10042780,1
IN10042781,1
IN10042782,1
IN10042783,1
IN10042784,1
IN10042787,1
IN10042788,2
IN10042789,1
IN10042790,1
IN10042791,1
IN10042792,2
IN10042793,1
IN10042794,1
IN10042796,2
IN10042797,1
IN10042798,1
IN10042799,1
IN10042800,1
IN10042801,4
IN10042802,1
IN10042803,1
IN10042804,2
IN10042805,2
IN10042806,1
IN10042807,3
IN10042808,1
IN10042809,1
IN10042810,1
IN10042811,1
IN10042812,1
IN10042813,1
IN10042814,1
IN10042815,2
IN10042816,1
IN10042817,2
IN10042818,1
IN10042819,1
IN10042820,1
IN10042821,1
IN10042822,1
IN10042825,1
IN10042826,2
IN10042827,2
IN10042828,1
IN10042830,1
IN10042831,1
IN10042832,1
IN10042833,1
IN10042839,1
IN10042841,2
IN10042842,1
IN10042843,2
IN10042844,1
IN10042845,1
IN10042846,1
IN10042847,1
IN10042848,4
IN10042849,3
IN10042850,3
IN10042851,1
IN10042852,1
IN10042853,3
IN10042854,1
IN10042856,1
IN10042857,1
IN10042858,0
IN10042859,1
IN10042860,1
IN10042861,1
IN10042862,2
IN10042863,1
IN10042864,1
IN10042865,1
IN10042866,1
IN10042867,1
IN10042868,1
IN10042869,1
IN10042870,1
IN10042871,1
IN10042872,1
IN10042873,1
IN10042874,2
IN10042876,1
IN10042877,4
IN10042878,1
IN10042879,1
IN10042880,2
IN10042881,1
IN10042882,2
IN10042883,2
IN10042884,1
IN10042885,3
IN10042886,6
IN10042887,1
IN10042888,1
IN10042889,1
IN10042890,2
IN10042891,1
IN10042892,1
IN10042893,4
IN10042894,1
IN10042895,1
IN10042897,1
IN10042898,1
IN10042899,1
IN10042900,1
IN10042901,1
IN10042902,4
IN10042903,2
IN10042904,1
IN10042905,1
IN10042906,1
IN10042907,1
IN10042908,1
IN10042909,0
IN10042910,1
IN10042911,1
IN10042912,1
IN10042913,3
IN10042914,1
IN10042915,2
IN10042916,1
IN10042917,1
IN10042918,1
IN10042919,1
IN10042920,1
IN10042921,3
IN10042922,3
IN10042924,1
IN10042925,1
IN10042926,1
IN10042927,1
IN10042929,2
IN10042930,1
IN10042931,1
IN10042932,1
IN10042933,2
IN10042934,3
IN10042936,2
IN10042937,1
IN10042938,1
IN10042939,1
IN10042940,2
IN10042941,1
IN10042942,1
IN10042943,1
IN10042944,1
IN10042945,1
IN10042946,1
IN10042947,1
IN10042948,1
IN10042949,2
IN10042950,1
IN10042951,1
IN10042952,1
IN10042953,1
IN10042954,1
IN10042955,1
IN10042956,1
IN10042957,1
IN10042958,1
IN10042962,1
IN10042963,1
IN10042965,1
IN10042966,1
IN10042967,1
IN10042968,1
IN10042969,1
IN10042970,2
IN10042971,1
IN10042972,1
IN10042973,1
IN10042974,1
IN10042976,1
IN10042977,2
IN10042978,1
IN10042979,1
IN10042980,1
IN10042981,1
IN10042982,1
IN10042983,1
IN10042984,1
IN10042985,1
IN10042986,2
IN10042987,1
IN10042989,2
IN10042990,1
IN10042991,2
IN10042992,1
IN10042993,1
IN10042996,1
IN10042997,2
IN10042998,5
IN10042999,1
IN10043000,1
IN10043001,1
IN10043002,1
IN10043003,2
IN10043004,1
IN10043005,2
IN10043008,2
IN10043009,2
IN10043011,2
IN10043012,1
IN10043013,2
IN10043014,1
IN10043017,1
IN10043018,1
IN10043019,1
IN10043020,1
IN10043021,1
IN10043022,2
IN10043023,1
IN10043024,1
IN10043025,1
IN10043027,1
IN10043028,1
IN10043029,1
IN10043030,1
IN10043031,1
IN10043032,1
IN10043034,1
IN10043035,2
IN10043036,2
IN10043037,1
IN10043038,1
IN10043039,1
IN10043040,1
IN10043042,1
IN10043044,3
IN10043045,1
IN10043046,1
IN10043047,1
IN10043048,1
IN10043049,1
IN10043050,1
IN10043051,1
IN10043052,1
IN10043053,1
IN10043054,1
IN10043055,2
IN10043056,1
IN10043057,1
IN10043058,2
IN10043059,1
IN10043060,1
IN10043061,1
IN10043062,1
IN10043063,1
IN10043064,1
IN10043065,4
IN10043066,1
IN10043067,1
IN10043068,1
IN10043069,1
IN10043070,1
IN10043071,1
IN10043072,1
IN10043073,1
IN10043074,1
IN10043075,3
IN10043076,1
IN10043077,6
IN10043078,3
IN10043079,2
IN10043080,1
IN10043081,1
IN10043082,2
IN10043083,1
IN10043089,1
IN10043090,1
IN10043091,1
IN10043092,1
IN10043093,1
IN10043094,3
IN10043095,1
IN10043096,3
IN10043097,1
IN10043098,1
IN10043099,2
IN10043100,1
IN10043101,3
IN10043102,1
IN10043103,1
IN10043104,2
IN10043105,1
IN10043108,1
IN10043109,1
IN10043111,1
IN10043112,1
IN10043113,1
IN10043114,1
IN10043115,1
IN10043117,1
IN10043118,1
IN10043119,0
IN10043121,1
IN10043122,1
IN10043123,4
IN10043124,2
IN10043125,2
IN10043126,2
IN10043127,1
IN10043128,1
IN10043129,1
IN10043130,1
IN10043131,1
IN10043132,2
IN10043133,1
IN10043135,1
IN10043137,2
IN10043138,2
IN10043142,2
IN10043143,1
IN10043144,2
IN10043145,4
IN10043146,2
IN10043149,1
IN10043150,1
IN10043151,2
IN10043152,1
IN10043153,9
IN10043154,0
IN10043155,1
IN10043156,1
IN10043157,3
IN10043159,3
IN10043160,1
IN10043161,2
IN10043162,1
IN10043163,2
IN10043164,2
IN10043166,1
IN10043167,1
IN10043168,1
IN10043169,1
IN10043170,2
IN10043171,2
IN10043172,1
IN10043173,1
IN10043174,1
IN10043176,1
IN10043177,2
IN10043179,2
IN10043180,1
IN10043181,1
IN10043182,2
IN10043183,2
IN10043184,1
IN10043185,1
IN10043186,1
IN10043187,2
IN10043188,1
IN10043190,1
IN10043191,1
IN10043192,2
IN10043193,1
IN10043194,0
IN10043195,1
IN10043196,1
IN10043197,1
IN10043198,4
IN10043199,1
IN10043200,2
IN10043201,0
IN10043202,2
IN10043203,1
IN10043204,3
IN10043205,1
IN10043206,1
IN10043207,2
IN10043208,1
IN10043209,3
IN10043210,1
IN10043211,1
IN10043212,2
IN10043213,2
IN10043214,1
IN10043215,1
IN10043216,2
IN10043217,2
IN10043218,1
IN10043219,1
IN10043220,1
IN10043221,3
IN10043222,1
IN10043223,1
IN10043224,1
IN10043225,2
IN10043227,1
IN10043228,1
IN10043229,1
IN10043230,2
IN10043231,1
IN10043232,3
IN10043233,1
IN10043235,3
IN10043236,1
IN10043237,2
IN10043238,3
IN10043239,1
IN10043240,1
IN10043241,4
IN10043242,2
IN10043243,1
IN10043244,2
IN10043247,3
IN10043248,4
IN10043249,1
IN10043250,1
IN10043251,1
IN10043252,1
IN10043253,2
IN10043254,0
IN10043255,1
IN10043256,1
IN10043257,2
IN10043258,1
IN10043259,1
IN10043260,1
IN10043261,2
IN10043263,0
IN10043264,1
IN10043265,1
IN10043266,1
IN10043267,2
IN10043268,1
IN10043269,1
IN10043270,1
IN10043271,1
IN10043272,1
IN10043273,1
IN10043274,1
IN10043275,1
IN10043276,1
IN10043278,1
IN10043279,1
IN10043280,1
IN10043282,2
IN10043283,1
IN10043284,1
IN10043286,4
IN10043287,1
IN10043288,1
IN10043289,2
IN10043290,3
IN10043291,1
IN10043292,3
IN10043293,1
IN10043294,1
IN10043295,1
IN10043296,1
IN10043297,1
IN10043298,1
IN10043299,2
IN10043300,2
IN10043301,1
IN10043302,1
IN10043304,2
IN10043305,1
IN10043306,1
IN10043307,1
IN10043308,1
IN10043309,2
IN10043310,1
IN10043311,1
IN10043312,1
IN10043313,2
IN10043314,1
IN10043315,1
IN10043317,1
IN10043318,1
IN10043319,1
IN10043320,1
IN10043321,1
IN10043322,1
IN10043323,1
IN10043324,1
IN10043325,1
IN10043326,1
IN10043327,1
IN10043328,4
IN10043329,1
IN10043330,1
IN10043331,2
IN10043334,1
IN10043336,1
IN10043337,1
IN10043338,2
IN10043339,1
IN10043340,2
IN10043343,1
IN10043344,2
IN10043346,1
IN10043347,1
IN10043348,1
IN10043349,2
IN10043350,2
IN10043352,1
IN10043353,1
IN10043354,2
IN10043355,2
IN10043356,1
IN10043357,2
IN10043358,1
IN10043359,1
IN10043360,3
IN10043361,2
IN10043362,1
IN10043363,1
IN10043364,1
IN10043365,1
IN10043366,2
IN10043367,1
IN10043368,1
IN10043369,1
IN10043370,1
IN10043371,1
IN10043372,1
IN10043373,1
IN10043374,2
IN10043375,1
IN10043376,2
IN10043377,1
IN10043378,1
IN10043379,2
IN10043380,1
IN10043381,1
IN10043382,1
IN10043383,1
IN10043384,1
IN10043385,1
IN10043386,1
IN10043387,1
IN10043389,1
IN10043390,3
IN10043391,8
IN10043392,1
IN10043393,1
IN10043394,2
IN10043395,1
IN10043396,5
IN10043397,3
IN10043398,3
IN10043399,1
IN10043400,1
IN10043402,3
IN10043403,1
IN10043404,1
IN10043405,1
IN10043406,3
IN10043407,5
IN10043408,1
IN10043409,2
IN10043410,1
IN10043411,1
IN10043412,1
IN10043413,1
IN10043414,2
IN10043415,1
IN10043416,1
IN10043417,2
IN10043418,1
IN10043419,2
IN10043420,3
IN10043421,1
IN10043422,1
IN10043423,1
IN10043424,1
IN10043425,1
IN10043426,1
IN10043427,1
IN10043428,1
IN10043431,1
IN10043432,4
IN10043433,1
IN10043434,2
IN10043435,2
IN10043436,1
IN10043437,2
IN10043439,2
IN10043440,1
IN10043441,3
IN10043442,1
IN10043443,2
IN10043444,1
IN10043446,1
IN10043447,2
IN10043449,4
IN10043450,1
IN10043451,2
IN10043452,3
IN10043453,1
IN10043454,2
IN10043455,2
IN10043456,2
IN10043457,3
IN10043458,2
IN10043459,1
IN10043461,1
IN10043462,1
IN10043464,2
IN10043465,2
IN10043466,1
IN10043467,2
IN10043468,2
IN10043469,1
IN10043470,1
IN10043472,2
IN10043473,2
IN10043474,2
IN10043475,2
IN10043476,1
IN10043477,1
IN10043478,1
IN10043479,1
IN10043481,1
IN10043482,1
IN10043483,2
IN10043484,1
IN10043485,2
IN10043486,1
IN10043487,1
IN10043488,1
IN10043489,1
IN10043490,1
IN10043491,1
IN10043492,1
IN10043493,1
IN10043494,1
IN10043495,1
IN10043496,1
IN10043497,2
IN10043498,1
IN10043499,1
IN10043500,1
IN10043501,1
IN10043502,2
IN10043503,1
IN10043504,2
IN10043505,1
IN10043506,5
IN10043507,1
IN10043508,1
IN10043509,1
IN10043510,1
IN10043511,1
IN10043512,3
IN10043514,6
IN10043515,3
IN10043516,4
IN10043517,1
IN10043518,1
IN10043519,1
IN10043520,1
IN10043521,1
IN10043522,1
IN10043523,1
IN10043524,1
IN10043525,1
IN10043526,1
IN10043527,1
IN10043528,1
IN10043529,1
IN10043530,1
IN10043531,1
IN10043532,1
IN10043533,1
IN10043534,1
IN10043535,1
IN10043536,1
IN10043537,1
IN10043538,1
IN10043539,1
IN10043541,3
IN10043542,1
IN10043543,1
IN10043544,1
IN10043545,1
IN10043546,1
IN10043547,1
IN10043548,1
IN10043549,2
IN10043550,1
IN10043552,1
IN10043553,1
IN10043554,1
IN10043555,1
IN10043556,3
IN10043557,3
IN10043558,1
IN10043559,1
IN10043560,4
IN10043561,4
IN10043562,1
IN10043563,1
IN10043564,1
IN10043565,1
IN10043566,1
IN10043567,1
IN10043568,1
IN10043569,1
IN10043570,0
IN10043572,1
IN10043573,3
IN10043574,1
IN10043575,1
IN10043576,1
IN10043577,1
IN10043578,1
IN10043579,1
IN10043580,1
IN10043581,1
IN10043582,1
IN10043583,2
IN10043584,1
IN10043585,1
IN10043586,1
IN10043587,1
IN10043588,1
IN10043589,1
IN10043590,1
IN10043591,1
IN10043592,2
IN10043593,1
IN10043595,1
IN10043596,1
IN10043597,2
IN10043598,0
IN10043599,2
IN10043600,1
IN10043601,1
IN10043602,1
IN10043603,1
IN10043604,1
IN10043605,1
IN10043606,2
IN10043607,4
IN10043608,1
IN10043609,2
IN10043610,1
IN10043611,1
IN10043612,1
IN10043613,1
IN10043614,1
IN10043615,1
IN10043616,1
IN10043617,1
IN10043618,3
IN10043619,2
IN10043620,1
IN10043621,1
IN10043622,0
IN10043623,2
IN10043624,3
IN10043625,3
IN10043626,2
IN10043627,1
IN10043628,1
IN10043629,1
IN10043632,2
IN10043634,3
IN10043635,1
IN10043636,1
IN10043637,1
IN10043638,2
IN10043639,1
IN10043642,1
IN10043643,1
IN10043644,1
IN10043645,1
IN10043646,1
IN10043647,1
IN10043648,1
IN10043649,3
IN10043650,1
IN10043651,1
IN10043652,2
IN10043653,1
IN10043654,1
IN10043655,1
IN10043656,1
IN10043657,1
IN10043659,1
IN10043660,1
IN10043661,1
IN10043662,1
IN10043663,1
IN10043664,1
IN10043665,1
IN10043666,1
IN10043667,1
IN10043668,1
IN10043669,1
IN10043670,1
IN10043671,4
IN10043672,1
IN10043673,1
IN10043674,1
IN10043675,1
IN10043676,1
IN10043678,1
IN10043679,1
IN10043680,1
IN10043681,2
IN10043683,1
IN10043684,2
IN10043685,1
